id_institution,ratio_active,strength_daily,strength_weekly,max_strength
77.0,0.9613876619187056,0.3860158881384975,0.39413258502853254,0.39413258502853254
185.0,0.9977666385428557,0.4771768377010043,0.657352808314164,0.657352808314164
267.0,0.0,,,
97.0,1.0,0.6047915031538478,0.618345880942584,0.618345880942584
176.0,0.9989825797806343,0.49038070251583044,0.5298531324459981,0.5298531324459981
164.0,1.0,0.5495034517157098,0.5886063780796057,0.5886063780796057
190.0,0.9953347560672986,0.5203477701691394,0.6023299767325477,0.6023299767325477
106.0,1.0,0.5996163181032814,0.609126701813126,0.609126701813126
141.0,0.9999751848726984,0.5373253080429546,0.6059275516664198,0.6059275516664198
158.0,0.9961040250136484,0.6087273674020488,0.6532414001532226,0.6532414001532226
249.0,0.9790064023028439,0.6032433877430183,0.6694162804151509,0.6694162804151509
16.0,0.9996029579631743,0.5896857673588212,0.6824850213235074,0.6824850213235074
130.0,0.9999255546180952,0.4931613604521722,0.5124297191224076,0.5124297191224076
18.0,0.9912402600625341,0.6263545282384724,0.6624321569987031,0.6624321569987031
102.0,0.9996029579631743,0.6865801687455141,0.7615365283738249,0.7615365283738249
188.0,1.0,0.4229040195597735,0.4524321094418916,0.4524321094418916
51.0,0.9999751848726984,0.4576197399944423,0.4953108276605661,0.4953108276605661
78.0,1.0,0.594041340241511,0.6516499425234914,0.6516499425234914
88.0,0.9993299915628567,0.513494606577162,0.7308592891830084,0.7308592891830084
83.0,1.0,0.4690113794273366,0.5417464295453072,0.5417464295453072
227.0,0.9563998213310835,0.3760851126721463,0.3901036131769037,0.3901036131769037
278.0,0.7651744503449303,0.5095141085810516,0.5352767092213233,0.5352767092213233
197.0,0.16521911757407315,,,
93.0,0.9999751848726984,0.6792168952054101,0.7445956358648858,0.7445956358648858
186.0,0.9999007394907936,0.6487805433626168,0.7072250106246302,0.7072250106246302
172.0,0.8700431783215048,0.33998575123070607,0.362991475225116,0.362991475225116
245.0,0.9960047645044419,0.5283589723185029,0.5649845414734639,0.5649845414734639
280.0,0.12201598094198224,,,
122.0,0.9996774033450792,0.5625514900503066,0.6275965453638296,0.6275965453638296
28.0,0.9986351679984118,0.4296958364474822,0.4540799512470747,0.4540799512470747
92.0,0.9853838900193558,0.5752406085313093,0.6443967450833216,0.6443967450833216
35.0,0.9999007394907936,0.7138931436859479,0.7471976211549906,0.7471976211549906
82.0,0.9946151173755521,0.6192992298702278,0.6797337679891953,0.6797337679891953
84.0,0.9934488063923768,0.3811025512846766,0.37023301403563535,0.3811025512846766
237.0,0.9990073949079359,0.5265584844148917,0.6270602729577104,0.6270602729577104
233.0,0.9996277730904759,0.5507705172963154,0.5547953822075253,0.5547953822075253
7.0,0.997245520869522,0.7164504915137416,0.7998190063626014,0.7998190063626014
52.0,1.0,0.6782991831805194,0.7674619541550493,0.7674619541550493
224.0,0.9995533277085712,0.7233262293934022,0.802761628202866,0.802761628202866
239.0,0.9969725544692044,0.645533890209998,0.6848966057035963,0.6848966057035963
168.0,0.9999503697453967,0.5295622943014073,0.541474938545651,0.541474938545651
166.0,0.9999751848726984,0.5560603022621992,0.5776569953884182,0.5776569953884182
110.0,0.9729763263685542,0.4434591151972608,0.5851098806366442,0.5851098806366442
63.0,0.9999751848726984,0.7157651360857233,0.7812782662915864,0.7812782662915864
111.0,0.9994788823266664,0.487768265721789,0.5674419668818889,0.5674419668818889
11.0,0.9992307310536503,0.4381153001054888,0.4749321187977662,0.4749321187977662
265.0,0.2532383741128592,,,
251.0,0.9716114943669661,0.47921168761500743,0.5153208643330671,0.5153208643330671
108.0,0.9990818402898407,0.5385289890642933,0.5055099160227904,0.5385289890642933
263.0,0.3448806392376793,,,
209.0,0.9874931758399921,0.3825967616355559,0.3837214037094764,0.3837214037094764
73.0,0.9995533277085712,0.6983954461616289,0.7777234583691963,0.7777234583691963
193.0,1.0,0.47774203277929406,0.4746148459667755,0.47774203277929406
155.0,0.9999255546180952,0.5711026912076304,0.6025403531533713,0.6025403531533713
72.0,0.2054940691845749,,,
205.0,1.0,0.6295751940427223,0.708170379343357,0.708170379343357
61.0,1.0,0.507604290083224,0.5052723262641847,0.507604290083224
43.0,0.9992307310536503,0.6362103235860537,0.6822074763067774,0.6822074763067774
0.0,1.0,0.8685778281140043,0.8501322263714515,0.8685778281140043
2.0,1.0,0.38898014238676004,0.405389593965956,0.405389593965956
191.0,0.9607176534815624,0.4698800036758024,0.448244950100549,0.4698800036758024
74.0,0.9992803613082535,0.6259883556996757,0.6096289193398889,0.6259883556996757
147.0,1.0,0.680765784993082,0.7678098420420825,0.7678098420420825
266.0,0.782569854583354,0.3591518293332193,0.3638090403739439,0.3638090403739439
221.0,0.9975681175244429,0.6206687966339244,0.6595302153881972,0.6595302153881972
24.0,0.9978162687974589,0.39174050801314053,0.4062409214844954,0.4062409214844954
67.0,1.0,0.6728192223840916,0.695301154351561,0.695301154351561
261.0,0.9998262941088888,0.654344302549628,0.7219827179996885,0.7219827179996885
178.0,0.9999503697453967,0.5707147258994492,0.5767418097421808,0.5767418097421808
26.0,0.9635465779939452,0.3566366057381809,0.36250150193341923,0.36250150193341923
33.0,1.0,0.5587935765898735,0.6244655577180979,0.6244655577180979
32.0,1.0,0.5304684189437232,0.5535175418393341,0.5535175418393341
222.0,0.163854285572485,,,
192.0,0.9998262941088888,0.3775276194450492,0.40815216029691426,0.40815216029691426
71.0,0.8789518090227803,0.3638445314884752,0.379573278032586,0.379573278032586
144.0,1.0,0.5776400737348832,0.617318893695858,0.617318893695858
225.0,0.9996029579631743,0.43859786571698256,0.4427835498677605,0.4427835498677605
273.0,0.7396893146061839,0.3736631841401039,0.38562645643552174,0.38562645643552174
107.0,0.9996277730904759,0.7354560805076209,0.8193550120467497,0.8193550120467497
201.0,0.9999751848726984,0.6272122480372104,0.6829609056495877,0.6829609056495877
121.0,1.0,0.430156050318119,0.40783286407477193,0.430156050318119
60.0,0.9999255546180952,0.5737678546071749,0.6094494386883567,0.6094494386883567
171.0,0.9997270335996824,0.5385115310531263,0.5951412670160765,0.5951412670160765
14.0,0.9991811007990471,0.6212757798799158,0.7075077358362993,0.7075077358362993
275.0,0.9935232517742816,0.36513384427239226,0.36338651989912474,0.36513384427239226
129.0,0.9991811007990471,0.6359577195892324,0.7122733493183319,0.7122733493183319
264.0,0.12281006501563353,,,
138.0,0.9960295796317435,0.5138205627600831,0.5424680416289641,0.5424680416289641
137.0,0.9999007394907936,0.5493711543983778,0.5785919934185227,0.5785919934185227
228.0,0.9997270335996824,0.650856035781524,0.7262764220177911,0.7262764220177911
64.0,0.9988336890168247,0.6211688613152125,0.7423144744720128,0.7423144744720128
283.0,0.0,,,
75.0,1.0,0.44013878646615945,0.4401329296096439,0.44013878646615945
154.0,0.9999503697453967,0.5481832978252656,0.6034972508047495,0.6034972508047495
246.0,0.8319023276589409,0.5503042837721405,0.5769522015583131,0.5769522015583131
105.0,1.0,0.6005475287306627,0.613846036369893,0.613846036369893
132.0,0.9917117474812646,0.5451115952641278,0.5901802754523596,0.5901802754523596
282.0,0.12717752742071567,,,
159.0,0.9997766638542855,0.6297267565160647,0.7013913372248338,0.7013913372248338
114.0,0.998436646979999,0.5983786927015732,0.6955082793941484,0.6955082793941484
270.0,0.8281304283090972,0.35549511478354656,0.3678269803647951,0.3678269803647951
211.0,0.9998014789815872,0.5676397616062199,0.6528407037263744,0.6528407037263744
210.0,1.0,0.5529577601555102,0.6486957013260513,0.6486957013260513
85.0,0.9973199662514268,0.6130948002050669,0.6286909918677613,0.6286909918677613
87.0,0.9995781428358728,0.4735151716163133,0.4859654528187416,0.4859654528187416
12.0,0.9994788823266664,0.6547075943035825,0.7058183654053174,0.7058183654053174
50.0,1.0,0.7745305938796985,0.7975970509245454,0.7975970509245454
254.0,0.9988336890168247,0.43157856548506446,0.4751095167148831,0.4751095167148831
79.0,0.9973199662514268,0.49712266040636977,0.5404736777412166,0.5404736777412166
184.0,1.0,0.5422466165542826,0.5977758720691031,0.5977758720691031
104.0,0.9999503697453967,0.6600398138033259,0.7239964992198569,0.7239964992198569
29.0,0.9994540671993647,0.5179955076645482,0.528280251858722,0.528280251858722
142.0,0.9991562856717455,0.5360868064537259,0.600215407144373,0.600215407144373
241.0,0.9881135540225321,0.3442377970291798,0.35534260928848527,0.35534260928848527
134.0,0.7351729614372922,0.3455158551799281,0.35570579183651096,0.35570579183651096
240.0,0.9963025460320611,0.5502639547841943,0.7548029405691788,0.7548029405691788
173.0,0.9996277730904759,0.592111597874895,0.6830355205494498,0.6830355205494498
180.0,0.9998759243634919,0.534446229945114,0.5584288248314917,0.5584288248314917
113.0,0.9998759243634919,0.5504188917290247,0.6228869381069551,0.6228869381069551
112.0,0.9991314705444438,0.6087340918552436,0.6612365901584718,0.6612365901584718
62.0,0.9998511092361904,0.7905712292573394,0.8133563427126624,0.8133563427126624
272.0,0.7702615514417589,0.35045469825898334,0.35346288629262457,0.35346288629262457
15.0,0.9992307310536503,0.6109367368044427,0.7174689354385402,0.7174689354385402
162.0,0.985433520273959,0.5114670719667482,0.5748518781678185,0.5748518781678185
198.0,0.9999503697453967,0.6971569900819039,0.718391807838457,0.718391807838457
23.0,1.0,0.7548951591602573,0.7744798244932806,0.7744798244932806
247.0,0.1519678395950171,,,
99.0,0.9362251228348801,0.44917294860977974,0.47942133152598587,0.47942133152598587
118.0,0.9782619484837958,0.3356750584881345,0.3526654324779125,0.3526654324779125
135.0,0.9966995880688868,0.45445072662597963,0.4701858382174925,0.4701858382174925
163.0,0.9976177477790461,0.713309496968209,0.7830932931403779,0.7830932931403779
160.0,0.9999751848726984,0.4515894113274912,0.48538544226839864,0.48538544226839864
36.0,0.9999503697453967,0.5610393644989005,0.6616000497217649,0.6616000497217649
189.0,0.657352722219465,0.35927324541022443,0.3720570276952372,0.3720570276952372
69.0,1.0,0.6538239014340654,0.7810113638572389,0.7810113638572389
153.0,0.9982381259615862,0.47222440816030575,0.5387164297690261,0.5387164297690261
31.0,0.9687081244726785,0.5607077976202117,0.33148510004354315,0.5607077976202117
214.0,0.9267457442056678,0.45700613726554995,0.4980376999778545,0.4980376999778545
213.0,0.9999503697453967,0.5104447218611661,0.5629397371078646,0.5629397371078646
148.0,0.0,,,
80.0,1.0,0.7081124081495078,0.7019786314624539,0.7081124081495078
279.0,0.0,,,
34.0,1.0,0.7311241236161083,0.8078222008250486,0.8078222008250486
277.0,0.3648071864608665,,,
21.0,0.5150131520174699,0.35263609131152074,0.3958666014730765,0.3958666014730765
236.0,0.9955332770857115,0.4651125824142536,0.5235731351637565,0.5235731351637565
202.0,0.9951362350488858,0.5675908248059599,0.5406704881500872,0.5675908248059599
276.0,0.9575661323142588,0.35780005582047814,0.3620372596759638,0.3620372596759638
25.0,1.0,0.5807609138011087,0.5820439563889688,0.5820439563889688
117.0,0.9987344285076183,0.4913421895612943,0.636154997199045,0.636154997199045
100.0,0.9997270335996824,0.6370474996717524,0.757695478204263,0.757695478204263
243.0,0.5853888530448161,0.5240259420734166,0.562002018211024,0.562002018211024
140.0,0.5412923718298674,0.5622503693568341,0.5778156435798045,0.5778156435798045
119.0,1.0,0.4848816527881922,0.5025177164172628,0.5025177164172628
6.0,0.9998511092361904,0.5360863685742518,0.5892329002685485,0.5892329002685485
187.0,1.0,0.5251241868369911,0.5404061838727869,0.5404061838727869
76.0,0.9998759243634919,0.7007114108430298,0.769901131084618,0.769901131084618
212.0,0.9999503697453967,0.6073576937728777,0.5757466110818513,0.6073576937728777
96.0,1.0,0.6507252831245132,0.6701351255780033,0.6701351255780033
65.0,0.88034145615167,0.36687229733408633,0.390508158717465,0.390508158717465
238.0,0.9994540671993647,0.4053343779118729,0.40828784960422737,0.40828784960422737
170.0,0.9999503697453967,0.6426905236514984,0.6466880691646784,0.6466880691646784
244.0,0.930542458682813,0.3976067897801694,0.4307109221199217,0.4307109221199217
9.0,1.0,0.6598207481738206,0.7138466258514014,0.7138466258514014
48.0,1.0,0.7027772060361027,0.691630533865943,0.7027772060361027
124.0,0.9991811007990471,0.5189755911945151,0.6591951930568339,0.6591951930568339
4.0,0.9926547223187255,0.6359357735253773,0.6837726380053801,0.6837726380053801
242.0,0.8845600277929426,0.4328015840164745,0.49583559607240046,0.49583559607240046
116.0,0.9675666286168048,0.3702307977670001,0.36904697683117993,0.3702307977670001
234.0,1.0,0.6236687097399715,0.627809653996073,0.627809653996073
208.0,0.9989081343987295,0.503364606332122,0.7378173874467844,0.7378173874467844
204.0,0.9097473820040697,0.36623641915984084,0.3896050177298471,0.3896050177298471
281.0,0.6636805796813737,0.34871303708364787,0.36353803795951767,0.36353803795951767
133.0,0.9996774033450792,0.5103429376834793,0.5496209478900766,0.5496209478900766
46.0,0.9497741823415554,0.4412791200145889,0.4715417805482536,0.4715417805482536
128.0,0.9622810065015633,0.36994790104477715,0.37844134650867833,0.37844134650867833
66.0,0.9998511092361904,0.5496110457074377,0.6024674325274983,0.6024674325274983
86.0,0.9972207057422204,0.5983832216643192,0.6302455367777865,0.6302455367777865
200.0,0.9999503697453967,0.4846725738052372,0.48163295830106456,0.4846725738052372
252.0,0.683607126904561,0.3478508776537481,0.3646389144346377,0.3646389144346377
41.0,0.9983373864707926,0.5063797852599243,0.7474627066265255,0.7474627066265255
226.0,0.9999007394907936,0.4284658927658629,0.501989328440152,0.501989328440152
20.0,0.9797260409945903,0.44648890177217604,0.49564253447931306,0.49564253447931306
125.0,0.9997270335996824,0.4252465985370695,0.45406065726953193,0.45406065726953193
235.0,0.9999503697453967,0.5912022061032254,0.6732226827353638,0.6732226827353638
5.0,0.996873293959998,0.681747866199707,0.7665226488713754,0.7665226488713754
90.0,1.0,0.43942948567728835,0.4518291379672559,0.4518291379672559
231.0,0.9955829073403146,0.5350793283296654,0.6008055551502571,0.6008055551502571
169.0,0.9999503697453967,0.47331692395011926,0.47044400479775283,0.47331692395011926
126.0,0.9990570251625391,0.46813687666480663,0.4863150464774517,0.4863150464774517
27.0,1.0,0.5036801760521837,0.5624859470327108,0.5624859470327108
10.0,1.0,0.6352392055248316,0.778646986662946,0.778646986662946
22.0,1.0,0.6327631038984334,0.6827431262035466,0.6827431262035466
219.0,0.9704451833837907,0.42252715527598883,0.5211528553657387,0.5211528553657387
206.0,0.9993299915628567,0.6674851182280716,0.729990581175888,0.729990581175888
179.0,0.9999751848726984,0.5847951835826797,0.6388820005578395,0.6388820005578395
177.0,0.9998759243634919,0.5796930523719113,0.6335822778308394,0.6335822778308394
94.0,1.0,0.6381108673126713,0.6896600997235651,0.6896600997235651
143.0,0.9997270335996824,0.547572990186912,0.6108378024507171,0.6108378024507171
39.0,0.9982629410888878,0.5289557058724906,0.7740782611144572,0.7740782611144572
223.0,0.7157179016328353,0.3482902068690735,0.3612654599301428,0.3612654599301428
56.0,1.0,0.7414718391656475,0.7573852502674802,0.7573852502674802
167.0,0.9999007394907936,0.6646721508012731,0.6755635657343884,0.6755635657343884
255.0,0.9579631743510845,0.3518789877678429,0.35364413881012857,0.35364413881012857
13.0,0.9986351679984118,0.5775834415205363,0.6938678307163485,0.6938678307163485
103.0,1.0,0.5636106662543097,0.5737805584286828,0.5737805584286828
53.0,0.9999503697453967,0.7844301805000451,0.7706589098088078,0.7844301805000451
229.0,0.9999007394907936,0.6282146817722689,0.6375060478600982,0.6375060478600982
268.0,0.7355948186014194,0.3609623892867384,0.35033623539502123,0.3609623892867384
183.0,0.9960543947590451,0.5964043491841275,0.6952973371208142,0.6952973371208142
109.0,0.9999007394907936,0.6506180467897826,0.6823567252166078,0.6823567252166078
37.0,0.9808923519777657,0.3500697641341819,0.36274480401488407,0.36274480401488407
17.0,1.0,0.5533270567299744,0.5909129418669862,0.5909129418669862
253.0,0.9978907141793637,0.5871383948702897,0.6688296823162663,0.6688296823162663
196.0,1.0,0.6692598299110208,0.7772408215671827,0.7772408215671827
95.0,1.0,0.6787217680879072,0.7322433236943217,0.7322433236943217
216.0,0.9998014789815872,0.6811346087507897,0.7290010372504233,0.7290010372504233
89.0,0.9984614621073006,0.5873239613607084,0.48401642440556414,0.5873239613607084
152.0,0.9925802769368207,0.5136172953421406,0.6113151096066349,0.6113151096066349
68.0,1.0,0.6466506471497939,0.639724484626927,0.6466506471497939
70.0,0.9851109236190382,0.5638904566789184,0.6120734591779554,0.6120734591779554
182.0,0.9981388654523797,0.39428539103863103,0.3925001000196333,0.39428539103863103
98.0,0.9995533277085712,0.6076013011535868,0.640528326762716,0.640528326762716
58.0,0.9999503697453967,0.622332068268711,0.6890101798553548,0.6890101798553548
1.0,1.0,0.6828496847630043,0.6529540105331058,0.6828496847630043
149.0,0.8175591840786143,0.3958630999858128,0.45610903894720434,0.45610903894720434
49.0,1.0,0.4292431033857578,0.47270082708189,0.47270082708189
203.0,0.5442950022333615,0.34236061139372786,0.3572944833200775,0.3572944833200775
260.0,0.0,,,
