id_institution,ratio_active,max_acf
56.0,1.0,0.5361265266464869
253.0,0.9978907141793637,0.2135881491992177
108.0,0.9990818402898407,0.48486638520756375
239.0,0.9969725544692044,0.2699834736839543
262.0,0.9992059159263487,0.14414878158031885
248.0,0.9999255546180952,0.3355755853407501
112.0,0.9991314705444438,0.2905137080220197
120.0,0.7525931808030175,0.10313600194481588
213.0,0.9999503697453967,0.16446131641356349
266.0,0.782569854583354,0.08366564205940967
274.0,0.9776663854285572,0.1895948899601158
265.0,0.2532383741128592,0.14733504437312037
149.0,0.8175591840786143,0.3767062099690471
187.0,1.0,0.13643276798126952
189.0,0.657352722219465,0.19092656994048166
128.0,0.9622810065015633,0.233417262355409
169.0,0.9999503697453967,0.15777975787055468
10.0,1.0,0.7600444319198648
143.0,0.9997270335996824,0.12314684344639375
90.0,1.0,0.3069059536688311
15.0,0.9992307310536503,0.16958706018694952
260.0,0.0,inf
60.0,0.9999255546180952,0.38307895119611385
268.0,0.7355948186014194,0.17996000028060655
160.0,0.9999751848726984,0.14686630872693013
70.0,0.9851109236190382,0.654704488384046
9.0,1.0,0.37430306445221007
197.0,0.16521911757407315,0.10244907745788906
28.0,0.9986351679984118,0.12804452419357717
203.0,0.5442950022333615,0.4706840171245759
52.0,1.0,0.5769919453643162
181.0,0.9993548066901583,0.35823588469116585
162.0,0.985433520273959,0.10063707004089882
238.0,0.9994540671993647,0.16378319809289515
4.0,0.9926547223187255,0.4568091628210084
243.0,0.5853888530448161,0.3647552262680189
36.0,0.9999503697453967,0.3153411350786919
186.0,0.9999007394907936,0.5365815202559292
270.0,0.8281304283090972,0.023013359329347817
191.0,0.9607176534815624,0.20500081093892386
158.0,0.9961040250136484,0.286556451256835
135.0,0.9966995880688868,0.2746551652351656
124.0,0.9991811007990471,0.37637730846858625
215.0,0.9999007394907936,0.11022429142336092
41.0,0.9983373864707926,0.4846301533657635
155.0,0.9999255546180952,0.17903983944766425
11.0,0.9992307310536503,0.4503603616502458
132.0,0.9917117474812646,0.3749826047948708
50.0,1.0,0.7095209320439854
123.0,0.9999255546180952,0.24097651014994426
216.0,0.9998014789815872,0.48602117626645214
55.0,1.0,0.48414494970684036
42.0,0.9975929326517445,0.548073767970546
17.0,1.0,0.3783972875272299
98.0,0.9995533277085712,0.2987332218967536
276.0,0.9575661323142588,0.24150139792281916
145.0,0.9999007394907936,0.5522340191494484
109.0,0.9999007394907936,0.5067969102137978
178.0,0.9999503697453967,0.24248849468680767
282.0,0.12717752742071567,0.7089399625852761
105.0,1.0,0.28059202982025544
222.0,0.163854285572485,0.12284108263673364
185.0,0.9977666385428557,0.24255928975168972
77.0,0.9613876619187056,0.18950475461862024
142.0,0.9991562856717455,0.26901930535493973
92.0,0.9853838900193558,0.08450933777373236
188.0,1.0,0.1916334659389698
136.0,1.0,0.2967042557616362
38.0,0.9896520919152315,0.420329336251859
193.0,1.0,0.3458932994072919
96.0,1.0,0.33964584138451137
176.0,0.9989825797806343,0.13413601247094958
5.0,0.996873293959998,0.5771970555278075
54.0,0.9996774033450792,0.32811249986576685
130.0,0.9999255546180952,0.2980761419079501
63.0,0.9999751848726984,0.624387264159164
170.0,0.9999503697453967,0.12946491752925912
43.0,0.9992307310536503,0.2976727474550103
157.0,0.7416745247903122,0.2546759344732485
104.0,0.9999503697453967,0.370306205662658
141.0,0.9999751848726984,0.1845302212293586
172.0,0.8700431783215048,0.05516591782494531
207.0,0.660355352622959,0.22848469853323786
102.0,0.9996029579631743,0.26692768934500716
255.0,0.9579631743510845,0.08914447433490778
99.0,0.9362251228348801,0.24782917037966848
117.0,0.9987344285076183,0.39600782733235895
275.0,0.9935232517742816,0.04275932447883769
21.0,0.5150131520174699,0.12150705866313159
154.0,0.9999503697453967,0.30463733350217975
284.0,0.9668469899250584,0.5512147226892271
113.0,0.9998759243634919,0.5574343676431487
205.0,1.0,0.2793505280216196
24.0,0.9978162687974589,0.2743270633263639
228.0,0.9997270335996824,0.2628079982173278
195.0,0.9999751848726984,0.1354655720220116
65.0,0.88034145615167,0.3574515651807265
48.0,1.0,0.6024715818171442
106.0,1.0,0.30186038591418984
80.0,1.0,0.6475557616771295
156.0,0.9981140503250782,0.44921346559133
219.0,0.9704451833837907,0.33646903444259013
7.0,0.997245520869522,0.3542168593247363
62.0,0.9998511092361904,0.6147909588537628
133.0,0.9996774033450792,0.23607981857367147
94.0,1.0,0.34600035821548
226.0,0.9999007394907936,0.14784353287753646
259.0,0.9946399325028538,0.09660898747983027
18.0,0.9912402600625341,0.1808959678338825
110.0,0.9729763263685542,0.31474732850333864
127.0,0.9994292520720631,0.3422994033484614
153.0,0.9982381259615862,0.16051697140920498
114.0,0.998436646979999,0.2739232262236529
264.0,0.12281006501563353,0.1428933342725852
51.0,0.9999751848726984,0.1336453282002351
30.0,0.9547123926745744,0.18997431249290342
23.0,1.0,0.732649809972868
131.0,0.9999751848726984,0.22485653288885943
241.0,0.9881135540225321,0.10741628263034735
150.0,0.9995036974539679,0.15354414911213674
88.0,0.9993299915628567,0.4997246587250133
87.0,0.9995781428358728,0.28703202734496785
129.0,0.9991811007990471,0.5107088586596781
236.0,0.9955332770857115,0.11266780662445236
39.0,0.9982629410888878,0.3258081217926191
37.0,0.9808923519777657,0.025601338815586447
250.0,0.8255744701970321,0.25758975036208953
72.0,0.2054940691845749,0.18944471746089583
53.0,0.9999503697453967,0.7591224030253279
171.0,0.9997270335996824,0.12974562386806818
190.0,0.9953347560672986,0.10760039533796024
166.0,0.9999751848726984,0.1713154782667755
258.0,0.8545089086307013,0.1155985907990982
93.0,0.9999751848726984,0.6304673376740074
101.0,1.0,0.4461703702358993
273.0,0.7396893146061839,0.46401180573805845
82.0,0.9946151173755521,0.10287939878139475
177.0,0.9998759243634919,0.19833726547437747
47.0,0.9847138815822125,0.5608289361480853
254.0,0.9988336890168247,0.029308882317147004
211.0,0.9998014789815872,0.1254783384714672
247.0,0.1519678395950171,0.05355367702733442
245.0,0.9960047645044419,0.2196727794335712
16.0,0.9996029579631743,0.2521629524453914
31.0,0.9687081244726785,0.3641478296536688
6.0,0.9998511092361904,0.1723380686999827
199.0,0.9998511092361904,0.23371529947645528
118.0,0.9782619484837958,0.1573420018914012
119.0,1.0,0.23429687305213498
121.0,1.0,0.033084365494059687
148.0,0.0,inf
165.0,0.9988833192714278,0.14244828741193732
45.0,0.9960295796317435,0.3963640778518345
95.0,1.0,0.21923612851241597
159.0,0.9997766638542855,0.29548091690469175
280.0,0.12201598094198224,0.010075363198254183
200.0,0.9999503697453967,0.180128214222069
221.0,0.9975681175244429,0.27230574601900137
61.0,1.0,0.6825852304448922
237.0,0.9990073949079359,0.08709187165917945
78.0,1.0,0.36722698111611396
251.0,0.9716114943669661,0.13800849361324258
201.0,0.9999751848726984,0.11189658890853235
234.0,1.0,0.21304651607507283
179.0,0.9999751848726984,0.46629296740458265
134.0,0.7351729614372922,0.10624734068634728
103.0,1.0,0.10581446341276976
208.0,0.9989081343987295,0.405269018096009
59.0,1.0,0.5474893031913265
235.0,0.9999503697453967,0.48181476391549866
198.0,0.9999503697453967,0.35352895023668984
246.0,0.8319023276589409,0.41120310688043926
0.0,1.0,0.8825055931539769
261.0,0.9998262941088888,0.24340482818562284
2.0,1.0,0.5162730850163844
218.0,0.9720333515310934,0.12143120751514233
67.0,1.0,0.38843396319084544
184.0,1.0,0.12066036476887175
194.0,0.9999751848726984,0.18941372665359257
240.0,0.9963025460320611,0.41753742849769354
220.0,1.0,0.24829978762264834
66.0,0.9998511092361904,0.21469832316881027
126.0,0.9990570251625391,0.2544037490251049
138.0,0.9960295796317435,0.3139739148811999
147.0,1.0,0.48257521046671636
13.0,0.9986351679984118,0.20616759430191858
242.0,0.8845600277929426,0.20027443765395178
257.0,0.992183234899995,0.20201447729002125
173.0,0.9996277730904759,0.3691199013093302
225.0,0.9996029579631743,0.0631408511666765
269.0,0.8755273214551591,0.10681157222656316
167.0,0.9999007394907936,0.21903934713076467
26.0,0.9635465779939452,0.48359092684132743
3.0,1.0,0.7794204413521437
69.0,1.0,0.5965031013061485
137.0,0.9999007394907936,0.1979976523892301
20.0,0.9797260409945903,0.0655233600581177
74.0,0.9992803613082535,0.44783939382209104
271.0,0.9455307955729813,0.3146546882118916
272.0,0.7702615514417589,0.02640936403716886
75.0,1.0,0.20039761294730815
58.0,0.9999503697453967,0.37933770550312396
79.0,0.9973199662514268,0.24014668956815427
33.0,1.0,0.51758829744793
76.0,0.9998759243634919,0.2978691510127334
85.0,0.9973199662514268,0.146470129531803
210.0,1.0,0.21414513246493525
152.0,0.9925802769368207,0.8000527779018604
107.0,0.9996277730904759,0.5004676545240867
230.0,0.9998759243634919,0.2146456672228013
81.0,1.0,0.1725101826613845
192.0,0.9998262941088888,0.3124890678187276
168.0,0.9999503697453967,0.17429073227963757
29.0,0.9994540671993647,0.43960158478874956
249.0,0.9790064023028439,0.35957362550207334
8.0,0.6849967740334508,0.18152001887243355
