id_ip,ratio_active,max_acf
515852.0,0.09856568564196734,
738315.0,0.09772197131371284,
286145.0,0.004268201895875726,
294385.0,0.04208645590351878,
190755.0,0.062310784654325276,
1640670.0,0.018760236240011913,
367548.0,0.07183979353814085,
181135.0,0.02416993399176138,
398874.0,0.052335103479080845,
144700.0,0.04960543947590451,
279680.0,0.13755025063278575,
599828.0,0.020422849769219317,
1548362.0,0.003151521167303588,
229163.0,0.005459328006352673,
1806425.0,0.019951362350488857,
338309.0,0.672043277582014,0.13320899037061276
1566743.0,0.027395900540969777,
165515.0,0.044667229142885505,
237694.0,0.06047446523400665,
385558.0,0.17080252121693384,
1582120.0,0.01997617747779046,
2011839.0,0.009479378629212368,
290222.0,0.9978410839247606,0.003247887091625453
546509.0,0.00389597498635168,
720439.0,0.18189488312075042,
1616299.0,0.004119311132066108,
537892.0,0.003449302694922825,
1801944.0,0.01858653034890069,
509608.0,0.017817261402550993,
1637350.0,0.01915727827683756,
1805322.0,0.019182093404139164,
805691.0,0.08610849173656261,
105987.0,0.044195741724155045,
1949634.0,0.019901732095885652,
520084.0,0.2053203632934637,
1704446.0,0.01950469005906,
335679.0,0.17745297533376347,
97079.0,0.5319370688371632,0.059702664073524744
1568869.0,0.006079706188892749,
407623.0,0.031713732691448705,
1801118.0,0.018536900094297485,
807503.0,0.06595860836766093,
252575.0,0.9166459873939153,0.0660968069225437
42844.0,0.14313365427564642,
11.0,1.0,0.16010895591540017
834812.0,0.005533773388257481,
426653.0,0.004218571641272519,
1790190.0,0.019455059804456797,
473818.0,0.8525733287011762,0.29461719161372824
10197.0,0.9947640081393617,0.2655470829379197
10158.0,0.5607474316343243,0.059849146171592635
1859462.0,0.020422849769219317,
174909.0,0.639287309543898,0.14802290423031977
498991.0,0.0803017519479875,
194871.0,0.3449798997468857,
1582851.0,0.16189389051565833,
1796080.0,0.019901732095885652,
827750.0,0.14484589805945705,
1553485.0,0.024641421410491835,
1790713.0,0.019752841332076033,
1594338.0,0.01915727827683756,
1490521.0,0.9968484788326964,0.4097500661004716
217759.0,0.21328601915727827,
39630.0,0.004020050622859695,
848885.0,0.008635664300957864,
1531823.0,0.015807236091121148,
697388.0,0.144349595513425,
376293.0,0.31058613330686385,
1584792.0,0.018958757258424736,
728704.0,0.09367710556355154,
1670492.0,0.2477046007246017,
184652.0,0.04990322100352375,
577065.0,0.03461710258573626,
47839.0,0.20864559035187852,
2008461.0,0.29123033401161347,
68512.0,0.045089086307012756,
828433.0,0.018760236240011913,
112978.0,0.018239118566678248,
1554.0,0.15616159610898803,
3271.0,0.9989577646533326,0.06454914886192073
1774387.0,0.01915727827683756,
715837.0,0.1469551838800933,
1702900.0,0.018611345476202294,
1771837.0,0.01851208496699588,
1797502.0,0.018561715221599086,
747475.0,0.007742319718100154,
1788794.0,0.018536900094297485,
6794.0,0.5983671646235545,0.2301597112571803
849787.0,0.0028785547669859545,
1650640.0,0.01873542111271031,
1802049.0,0.018363194203186262,
772087.0,0.06702565884162985,
1502881.0,0.002630403493969924,
811185.0,0.8692739093751551,0.19076674891025056
1696606.0,0.01818948831207504,
12926.0,0.4567472331133059,0.3184227079187848
1509122.0,0.04104422055685146,
1589081.0,0.01940542954985359,
1658327.0,0.019256538786043973,
1788919.0,0.018685790858107103,
633752.0,0.03280559829271924,
1552198.0,0.003796714477145268,
1726723.0,0.0186609757308055,
1729328.0,0.01962876569556802,
1794896.0,0.0194798749317584,
841082.0,0.1493126209737456,
10409.0,0.22919251575760582,
383810.0,0.09846642513276094,
20.0,0.8844607672837361,0.43886273194374986
594703.0,0.040796069283835425,
1682336.0,0.019330984167948782,
617379.0,0.4352077026155144,0.05344942497268636
526150.0,0.006700084371432826,
556848.0,0.12102337584991811,
1772016.0,0.018363194203186262,
176312.0,0.01794133703905901,
1588780.0,0.019380614422551987,
1706184.0,0.020224328750806493,
38533.0,0.05556107002828924,
550700.0,0.07662911310735024,
1963127.0,0.5464291031812993,0.12306637368654334
10196.0,0.7709067447516006,0.042491875922085386
443967.0,0.07481760881433322,
609094.0,0.07290684401210978,
1811974.0,0.019926547223187256,
294201.0,0.11720184624547124,
696037.0,0.03533674127748276,
666113.0,0.009206412228894734,
615532.0,0.10739987096133803,
585393.0,0.11236289642165864,
810210.0,0.5596803811603553,0.2430463555283867
195801.0,0.0641471040746439,
476751.0,0.6532085959600973,0.07079164329645178
322201.0,0.7885254851357387,0.19469315672299525
56502.0,0.13365427564643406,
656467.0,0.06486674276639039,
1925686.0,0.03608119509653084,
1593709.0,0.01980247158667924,
777928.0,0.5624844905454365,0.532492299455571
1803510.0,0.021365824606680232,
747868.0,0.42548017271328603,0.0065986775118546765
1790878.0,0.020224328750806493,
818808.0,0.27470345922874584,
