id_institution_subnet,ratio_active,strength_daily,strength_weekly,max_strength
326.0,0.9974688570152365,0.7107194015062924,0.7931987464312397,0.7931987464312397
513.0,0.016601320164772445,,,
308.0,0.9577646533326716,0.3667807334383135,0.38920576356763037,0.38920576356763037
465.0,0.9974936721425381,0.5147302733457002,0.5561369044640176,0.5561369044640176
479.0,0.9995533277085712,0.7233262293934022,0.802761628202866,0.802761628202866
494.0,0.9990073949079359,0.5265584844148917,0.6270602729577104,0.6270602729577104
236.0,0.9999503697453967,0.7844301805000451,0.7706589098088078,0.7844301805000451
322.0,1.0,0.6005475287306627,0.613846036369893,0.613846036369893
391.0,0.9982133108342846,0.5985479925427823,0.6655195327582577,0.6655195327582577
291.0,0.9984614621073006,0.5873239613607084,0.48401642440556414,0.5873239613607084
384.0,0.9982381259615862,0.47222440816030575,0.5387164297690261,0.5387164297690261
85.0,1.0,0.42826188443522484,0.41380342174002893,0.42826188443522484
298.0,0.9999255546180952,0.6915562883439843,0.7800693331868562,0.7800693331868562
200.0,1.0,0.7027772060361027,0.691630533865943,0.7027772060361027
171.0,0.9635465779939452,0.3566366057381809,0.36250150193341923,0.36250150193341923
208.0,0.9998759243634919,0.5064802767977058,0.5635619926171092,0.5635619926171092
398.0,1.0,0.5495034517157098,0.5886063780796057,0.5886063780796057
324.0,1.0,0.49824975575109387,0.5442056064429235,0.5442056064429235
252.0,0.9647873343590253,0.4231408329382732,0.44760320866262115,0.44760320866262115
399.0,0.9988833192714278,0.5561808855259402,0.5590415053390076,0.5590415053390076
526.0,0.0,,,
432.0,1.0,0.4229896880780568,0.4524362239066463,0.4524362239066463
73.0,0.0,,,
222.0,0.925976475259318,0.3757810350039168,0.39316820080912696,0.39316820080912696
98.0,0.0,,,
267.0,0.2054940691845749,,,
27.0,0.9923569407911063,0.44455990856055105,0.4952815324576646,0.4952815324576646
90.0,0.16502059655566034,,,
529.0,0.12281006501563353,,,
350.0,0.9994292520720631,0.7016815472736081,0.7796709984835916,0.7796709984835916
458.0,0.9847635118368158,0.38665688053088165,0.3822259436021138,0.38665688053088165
107.0,1.0,0.5379471209355378,0.5222391498752299,0.5379471209355378
462.0,0.2012506824160008,,,
450.0,0.5442950022333615,0.34236061139372786,0.3572944833200775,0.3572944833200775
345.0,1.0,0.6549087451074199,0.6915952023013368,0.6915952023013368
120.0,0.9995781428358728,0.41727051345546073,0.4143780516187334,0.41727051345546073
2.0,0.6839545386867835,0.33953738646595366,0.36708245091468206,0.36708245091468206
389.0,0.9961040250136484,0.6087273674020488,0.6532414001532226,0.6532414001532226
295.0,0.8519033202640329,0.36547677503899456,0.3798325592867895,0.3798325592867895
229.0,0.0,,,
13.0,0.9999751848726984,0.5292146671725473,0.6052145372002444,0.6052145372002444
47.0,0.0,,,
440.0,0.9998511092361904,0.6602945518016643,0.7489184002878945,0.7489184002878945
