id_institution_subnet,ratio_active,strength_daily,strength_weekly,max_strength
467.0,0.9998511461744567,0.5307726693423629,0.5888842367375462,0.5888842367375462
346.0,0.9998511461744567,0.5762553895153315,0.718832410185686,0.718832410185686
432.0,0.9998511461744567,0.4667017296056696,0.4793849021675367,0.4793849021675367
259.0,0.9901756475141411,0.4529194836427336,0.44538629528091866,0.4529194836427336
311.0,0.9998511461744567,0.5919834734744109,0.6549886089713921,0.6549886089713921
506.0,0.9998511461744567,0.6469645876362151,0.7184297301137599,0.7184297301137599
230.0,0.9998511461744567,0.4120891088727193,0.389865233944897,0.4120891088727193
480.0,0.9998511461744567,0.453078355931152,0.4164249488180366,0.453078355931152
447.0,0.9998511461744567,0.5608475876119622,0.5332438825652351,0.5608475876119622
253.0,0.9997022923489134,0.7488443905273415,0.8129344271492394,0.8129344271492394
88.0,0.9998511461744567,0.5290485546463937,0.454948660694233,0.5290485546463937
127.0,0.39982137540934803,,,
66.0,0.9998511461744567,0.4187276770712405,0.3936320278227714,0.4187276770712405
180.0,0.9998511461744567,0.4356178600489634,0.45127508077390477,0.45127508077390477
347.0,0.9997022923489134,0.4778508702993237,0.474892012414066,0.4778508702993237
352.0,0.19633819589163443,,,
51.0,0.9998511461744567,0.4749565300133205,0.4268113590776883,0.4749565300133205
36.0,0.9998511461744567,0.42813206519352576,0.4429111258391467,0.4429111258391467
541.0,0.9991068770467401,0.43827709791823266,0.49912238426858346,0.49912238426858346
61.0,0.9998511461744567,0.3863533727737446,0.35952730098293895,0.3863533727737446
521.0,0.9998511461744567,0.7486202887648219,0.8085465787991813,0.8085465787991813
265.0,0.9998511461744567,0.7270344967980353,0.8037504815306693,0.8037504815306693
525.0,0.9998511461744567,0.4550217186250879,0.4302304250344058,0.4550217186250879
132.0,0.9998511461744567,0.7524186530762589,0.8358716584704531,0.8358716584704531
300.0,0.9997022923489134,0.4208601487532003,0.3967302927274532,0.4208601487532003
327.0,0.9991068770467401,0.5413971879733646,0.4908673335372472,0.5413971879733646
2.0,0.9985114617445668,0.4199269542461267,0.41690093229280434,0.4199269542461267
301.0,0.9998511461744567,0.6714830409644059,0.6545365853219883,0.6714830409644059
520.0,0.8511461744566835,0.6477406718655885,0.7443894171433743,0.7443894171433743
282.0,0.9998511461744567,0.6452417073697513,0.6234030713958159,0.6452417073697513
284.0,0.9998511461744567,0.39352495979457025,0.4054334990905085,0.4054334990905085
484.0,0.9998511461744567,0.7339487364171506,0.7284720502905343,0.7339487364171506
374.0,0.9997022923489134,0.6826003657587217,0.6921876389050063,0.6921876389050063
275.0,0.9998511461744567,0.5641239793725544,0.6028460127045733,0.6028460127045733
516.0,0.9970229234891337,0.5287519047594694,0.4929988898170812,0.5287519047594694
465.0,0.9998511461744567,0.5747905216955993,0.6098753034361666,0.6098753034361666
513.0,0.2514141113426615,,,
417.0,0.9998511461744567,0.6307752796597993,0.6309692610151821,0.6309692610151821
361.0,0.9775230723429592,0.6758834163337197,0.7129263489983975,0.7129263489983975
407.0,0.9998511461744567,0.44242276499118194,0.4447447238269103,0.4447447238269103
41.0,0.9998511461744567,0.36595147888027635,0.35919366038659584,0.36595147888027635
40.0,0.9998511461744567,0.40520915176940253,0.40781800187357986,0.40781800187357986
63.0,0.9994045846978268,0.37472431386253735,0.35728823801771104,0.37472431386253735
486.0,0.9992557308722834,0.6362045948817788,0.7241176546132531,0.7241176546132531
459.0,0.9998511461744567,0.4230503955303151,0.4237376943158394,0.4237376943158394
29.0,0.9998511461744567,0.392113921227517,0.37694647001123815,0.392113921227517
517.0,0.9995534385233701,0.6656334653238347,0.7203931485015549,0.7203931485015549
104.0,0.9998511461744567,0.3860559378485562,0.383206982042951,0.3860559378485562
485.0,0.9998511461744567,0.572353681527606,0.5792690813773519,0.5792690813773519
9.0,0.8761536171479607,0.3711857331837344,0.3391367778388521,0.3711857331837344
298.0,0.9998511461744567,0.7171254468372834,0.8050813540168648,0.8050813540168648
200.0,0.9998511461744567,0.7033069780487332,0.6650366857242449,0.7033069780487332
271.0,0.9974694849657636,0.6413875841249117,0.5825358527473601,0.6413875841249117
81.0,0.9776719261685025,0.40031306679330747,0.22531319173072883,0.40031306679330747
299.0,0.9998511461744567,0.717045862138822,0.7469431700547152,0.7469431700547152
28.0,0.9998511461744567,0.43073920123348874,0.44277242091112046,0.44277242091112046
16.0,0.9998511461744567,0.44359182488092974,0.4948262220489228,0.4948262220489228
464.0,0.9998511461744567,0.4819232595014721,0.43690624055530214,0.4819232595014721
237.0,0.9998511461744567,0.7338800770128213,0.7449521513104987,0.7449521513104987
422.0,0.9998511461744567,0.6153160118376619,0.7092799175122848,0.7092799175122848
65.0,0.9998511461744567,0.3895202135413047,0.4039085242062104,0.4039085242062104
98.0,0.94120273891039,0.3663760647852067,0.3553486285694256,0.3663760647852067
97.0,0.9970229234891337,0.3851006149665297,0.38642056506071465,0.38642056506071465
152.0,0.9998511461744567,0.641457541938907,0.7417008609958208,0.7417008609958208
546.0,0.349955343852337,,,
391.0,0.9997022923489134,0.6914580757136017,0.7529246571438288,0.7529246571438288
383.0,0.993450431676094,0.4914117479478014,0.5992944405806179,0.5992944405806179
456.0,0.9998511461744567,0.5227707275619108,0.7855000720132947,0.7855000720132947
258.0,0.9998511461744567,0.6308510018598122,0.6813500953527966,0.6813500953527966
305.0,0.7896695445072939,0.36224257041832575,0.3812039973643051,0.3812039973643051
490.0,0.9998511461744567,0.6546194151890263,0.7458860918540744,0.7458860918540744
76.0,0.6155105686216136,0.36256907597790333,0.36192969474878744,0.36256907597790333
395.0,0.9998511461744567,0.787431828425166,0.8333787412696341,0.8333787412696341
113.0,0.9998511461744567,0.39117468058471727,0.4044656461716768,0.4044656461716768
351.0,0.33566537660017864,,,
212.0,0.9994045846978268,0.40097725207373613,0.3831389446750212,0.40097725207373613
48.0,0.9998511461744567,0.37136973709296905,0.3606939964713838,0.37136973709296905
49.0,0.9998511461744567,0.35014853105338506,0.361768125301572,0.361768125301572
462.0,0.9864543018755582,0.38837815908376927,0.33689843386428286,0.38837815908376927
453.0,0.9998511461744567,0.6861537525700454,0.7673165915754729,0.7673165915754729
400.0,0.9998511461744567,0.5382624304140272,0.5254081102495366,0.5382624304140272
15.0,0.9998511461744567,0.6078673210245347,0.6969477227841062,0.6969477227841062
91.0,0.9998511461744567,0.8422453377199228,0.8153715836761998,0.8422453377199228
155.0,0.9994045846978268,0.586125994165113,0.6808881953714139,0.6808881953714139
424.0,0.9998511461744567,0.5808086351803801,0.6238327949784879,0.6238327949784879
287.0,0.9973206311402203,0.6224008462058431,0.6260888274583964,0.6260888274583964
452.0,0.9998511461744567,0.6876394941218955,0.7361114594326352,0.7361114594326352
308.0,0.9998511461744567,0.4623373903699537,0.4900529226045083,0.4900529226045083
46.0,0.5168204822863948,0.46418687641840517,0.30724631870733954,0.46418687641840517
376.0,0.9998511461744567,0.45480306287571126,0.4147604318312166,0.45480306287571126
79.0,0.9998511461744567,0.4943015299165756,0.7653243222793554,0.7653243222793554
24.0,0.9998511461744567,0.40511099086513447,0.4065942814441976,0.4065942814441976
466.0,0.9883894016076213,0.35141324004411356,0.3774279649848389,0.3774279649848389
444.0,0.9998511461744567,0.7991879975711162,0.8110257257685907,0.8110257257685907
165.0,0.9998511461744567,0.7595549785867983,0.8467056149758556,0.8467056149758556
194.0,0.9998511461744567,0.7150186806995837,0.798978442758972,0.798978442758972
159.0,0.9998511461744567,0.4716945021788601,0.5027592714261633,0.5027592714261633
379.0,0.9979160464423936,0.6912211297262848,0.759535676542968,0.759535676542968
137.0,0.9998511461744567,0.5255908891602455,0.4651373379834257,0.5255908891602455
