id_ip,ratio_active,max_acf,dominant_lag
1769475.0,0.013992259601071748,,
1683043.0,0.10866329264662102,0.4343576499551199,168.0
1504925.0,0.02857993450431676,,
1789496.0,0.010419767788032152,,
1523783.0,0.030812741887466508,,
1784961.0,0.010866329264662102,,
590875.0,0.0596903840428699,0.250830291529358,23.0
1647111.0,0.03423637987496279,,
1644966.0,0.012354867520095266,,
566752.0,0.2387615361714796,0.68564734664668,168.0
176934.0,0.06281631437927955,0.0922439917101246,98.0
39630.0,0.0010419767788032153,,
105987.0,0.038255433164632334,,
292756.0,0.22298303066388805,0.5795348221743386,24.0
703472.0,0.14036915748734743,0.5232234170631166,24.0
697168.0,0.0976481095564156,0.0,0.0
476311.0,0.13352188151235486,0.4106322282663793,23.0
52940.0,0.22700208395355762,0.0,0.0
2003134.0,0.16582316165525454,0.0,0.0
1553020.0,0.0005954153021732659,,
851368.0,0.020988389401607622,,
228606.0,0.0014885382554331646,,
546509.0,0.0017862459065197975,,
103.0,0.9998511461744567,,
1537106.0,0.015480797856504911,,
254996.0,0.15957130098243524,0.44447537643350793,24.0
450529.0,0.15302173265852934,0.5129014394513975,24.0
182510.0,0.022179220005954153,,
34834.0,0.07219410538850848,0.24971035794293353,24.0
210412.0,0.9353974397142006,0.0,0.0
1385.0,0.22819291455790414,0.7963659389305545,168.0
11254.0,0.9925573087228342,,
88152.0,0.09898779398630544,0.27826657875681565,24.0
476751.0,0.8751116403691575,0.0,0.0
398874.0,0.0787436737124144,0.3356817121520327,167.0
23518.0,0.0010419767788032153,,
1582851.0,0.26272700208395355,0.0,0.0
311610.0,0.13322417386126822,0.4573287038814909,168.0
1890333.0,0.25885680261982735,0.0,0.0
511124.0,0.8745162250669842,0.0,0.0
1814391.0,0.011610598392378685,,
840480.0,0.06787734444775231,0.0,0.0
695.0,0.0244120273891039,,
657258.0,0.11908306043465317,0.21018141088374498,23.0
620676.0,0.09556415599880917,0.30250596094090443,168.0
176312.0,0.00967549866031557,,
782264.0,0.14781184876451325,0.37936671952932416,24.0
11.0,0.9998511461744567,,
751896.0,0.0011908306043465317,,
211973.0,0.6162548377493302,0.3929611502120532,24.0
1786741.0,0.011461744566835368,,
1641193.0,0.011164036915748734,,
1780960.0,0.01012206013694552,,
190755.0,0.09571300982435249,0.2948031005106084,167.0
627210.0,0.07100327478416195,0.3889714075514932,24.0
486691.0,0.34474545995832095,0.21594867660578962,24.0
1806425.0,0.00848466805596904,,
2008461.0,0.46591247395058055,0.0,0.0
1550585.0,0.0007442691277165823,,
1584685.0,0.0005954153021732659,,
1771035.0,0.009080083358142305,,
630466.0,0.2549866031557011,0.0,0.0
1591154.0,0.010419767788032152,,
1710206.0,0.008782375707055671,,
39965.0,0.4489431378386424,0.0,0.0
1682336.0,0.011312890741292051,,
783360.0,0.1437927954748437,0.0,0.0
532881.0,0.138285203929741,0.08004601587763693,165.0
722293.0,0.07651086632926467,0.8172232090977877,168.0
802368.0,0.05805299196189342,0.11053452622721023,168.0
97001.0,0.04212563262875856,,
1624160.0,0.5858886573384936,0.0,0.0
8089.0,0.1193807680857398,0.4036895082644736,24.0
284159.0,0.014885382554331646,,
1610593.0,0.8070854420958619,0.0,0.0
728704.0,0.1673116999106877,0.0,0.0
1790508.0,0.030961595713009823,,
450863.0,0.9583209288478713,,
669244.0,0.03751116403691575,,
474746.0,0.0020839535576064306,,
18264.0,0.10866329264662102,0.40357965778965765,23.0
777492.0,0.2837153914855612,0.0,0.0
122.0,0.9998511461744567,,
805691.0,0.12503721345638583,0.5044225200173412,23.0
11363.0,0.0976481095564156,0.3077936518631676,168.0
834812.0,0.00461446859184281,,
1805322.0,0.009526644834772254,,
144700.0,0.07130098243524859,0.3792874453295586,24.0
467834.0,0.011312890741292051,,
1771665.0,0.009973206311402203,,
1593709.0,0.009824352485858886,,
1993833.0,0.4982137540934802,0.0,0.0
1949634.0,0.030812741887466508,,
11799.0,0.012950282822268532,,
268100.0,0.9959809467103304,,
565727.0,0.9918130395951176,,
1625190.0,0.0007442691277165823,,
1800418.0,0.009973206311402203,,
174909.0,0.9420958618636499,0.0,0.0
19288.0,0.03200357249181304,,
1670492.0,0.3122953259898779,0.0,0.0
1523377.0,0.0055075915451027095,,
594145.0,0.37749330157785055,0.6261837429765812,24.0
1786928.0,0.009824352485858886,,
76595.0,0.048079785650491216,,
1794896.0,0.011610598392378685,,
1776052.0,0.010717475439118785,,
1554.0,0.16225066984221495,0.0,0.0
1602087.0,0.00029770765108663293,,
279680.0,0.2168800238166121,0.0,0.0
1490521.0,0.9998511461744567,,
32444.0,0.3752604941947008,0.3958478310288293,25.0
10396.0,0.9995534385233701,,
685925.0,0.10791902351890444,0.356605282942921,24.0
100610.0,0.9964275081869604,,
1560084.0,0.0005954153021732659,,
570613.0,0.15838047037808872,0.4610042484658834,168.0
217759.0,0.3274784161952962,0.46021058590133296,24.0
1704446.0,0.011164036915748734,,
42844.0,0.2567728490622209,0.4597026246416599,168.0
587344.0,0.04688895504614469,,
665198.0,0.1655254540041679,0.4723151929785432,24.0
406306.0,0.9629353974397142,,
1040.0,0.0017862459065197975,,
356244.0,0.22625781482584104,0.29235663956217395,24.0
319675.0,0.7856504912176243,0.399661843651678,169.0
15159.0,0.015034236379874963,,
171.0,0.5690681750520988,0.0,0.0
1777860.0,0.010419767788032152,,
513511.0,0.11625483774933015,0.19256707491153607,168.0
1781293.0,0.009080083358142305,,
658688.0,0.05671330753200357,0.248166016956334,169.0
1592521.0,0.010270913962488836,,
1779253.0,0.010419767788032152,,
720439.0,0.21181899374813934,0.693463311524551,24.0
1955311.0,0.08573980351295028,0.4128554122389802,27.0
218798.0,0.4106877046740101,0.0,0.0
336915.0,0.10866329264662102,0.13042649998394473,168.0
1792677.0,0.010270913962488836,,
811972.0,0.12593033640964574,0.325714463220521,23.0
1572545.0,0.2150937779100923,0.12953970438612927,168.0
1772078.0,0.008633521881512354,,
421601.0,0.08380470378088717,0.2936839262920765,24.0
293838.0,0.668353676689491,0.0,0.0
782610.0,0.11729681452813337,0.392651510140224,24.0
487813.0,0.015034236379874963,,
61938.0,0.0005954153021732659,,
204269.0,0.12265555224769277,0.23125837279781594,24.0
270281.0,0.05626674605537362,0.12019439823150933,25.0
454454.0,0.10226257814825841,0.42905779976948116,24.0
1739300.0,0.010419767788032152,,
78134.0,0.9742482881810063,,
1509561.0,0.0055075915451027095,,
1757969.0,0.011312890741292051,,
783215.0,0.9084548972908604,0.0,0.0
1531823.0,0.022923489133670736,,
753601.0,0.18562072045251563,0.1617578745391316,169.0
1730925.0,0.009973206311402203,,
89256.0,0.0008931229532598987,,
384175.0,0.2150937779100923,0.36168866508578446,23.0
10374.0,0.9099434355462935,0.0,0.0
1532026.0,0.2639178326883001,0.39403778605656375,168.0
1756032.0,0.008335814230425722,,
10158.0,0.7018457874367371,0.3422164647890954,168.0
121596.0,0.9997022923489134,,
163701.0,0.13069365882703185,0.1929497419051077,166.0
395063.0,0.2054182792497767,0.42717049567209275,168.0
1793818.0,0.009377791009228937,,
67484.0,0.9846680559690384,,
617379.0,0.7636201250372134,0.0,0.0
1815921.0,0.010568621613575468,,
1786008.0,0.010270913962488836,,
1656905.0,0.011312890741292051,,
737244.0,0.23980351295028282,0.6472351074923746,24.0
1589081.0,0.012057159869008634,,
1804743.0,0.010568621613575468,,
519492.0,0.10925870794879429,0.35680782235843583,24.0
171452.0,0.9988091693956535,,
619502.0,0.00044656147662994937,,
1548925.0,0.0013396844298898482,,
351082.0,0.12890741292051205,0.5105128817034621,168.0
29194.0,0.4553438523370051,0.0,0.0
479584.0,0.9836260791902351,,
666113.0,0.01428996725215838,,
1616078.0,0.009824352485858886,,
1580751.0,0.010419767788032152,,
1567704.0,0.014438821077701697,,
1709568.0,0.009080083358142305,,
1803635.0,0.011312890741292051,,
697388.0,0.19663590354272104,0.2799093189706398,24.0
650409.0,0.1926168502530515,0.0,0.0
498991.0,0.12994938969931527,0.276887580305102,168.0
1812006.0,0.009526644834772254,,
118055.0,0.0017862459065197975,,
1674307.0,0.011461744566835368,,
1796080.0,0.011908306043465317,,
497120.0,0.114766299493897,0.4208433389000515,24.0
520007.0,0.0461446859184281,,
162890.0,0.07174754391187854,0.6652152841898438,168.0
174611.0,0.12444179815421257,0.3802593753227008,24.0
228029.0,0.11193807680857398,0.3134147004991402,24.0
296975.0,0.1256326287585591,0.35958629375855683,143.0
1774387.0,0.011908306043465317,,
1804797.0,0.011015183090205419,,
716292.0,0.1555522476927657,0.358145694687058,24.0
608968.0,0.0005954153021732659,,
15907.0,0.026198273295623697,,
650976.0,0.11015183090205419,0.19231499811994868,24.0
20.0,0.9822863947603453,,
482423.0,0.5077403989282524,0.0,0.0
302806.0,0.20303661804108367,0.6415393858105168,168.0
195100.0,0.9953855314081572,,
1788919.0,0.009080083358142305,,
1718500.0,0.009824352485858886,,
1790713.0,0.011461744566835368,,
792059.0,0.9648704971717773,,
1603777.0,0.0008931229532598987,,
1837076.0,0.010866329264662102,,
674306.0,0.11640369157487347,0.0,0.0
1726261.0,0.010717475439118785,,
101925.0,0.0805299196189342,0.36017591929145887,24.0
1538089.0,0.20333432569217028,0.44222844779725584,24.0
1381.0,0.994343554629354,,
1578084.0,0.0020839535576064306,,
1649931.0,0.010419767788032152,,
1770039.0,0.012354867520095266,,
1799598.0,0.009080083358142305,,
1805186.0,0.012354867520095266,,
192266.0,0.7176242929443287,0.0,0.0
18683.0,0.9986603155701101,,
808002.0,0.03378981839833284,,
1792379.0,0.013099136647811848,,
378176.0,0.31988687109258707,0.1657845347647207,167.0
1512833.0,0.10345340875260495,0.6239354410352654,24.0
848885.0,0.006996129800535874,,
1637350.0,0.012057159869008634,,
1775317.0,0.009080083358142305,,
274101.0,0.0741292051205716,0.48086108233021885,168.0
1650640.0,0.011610598392378685,,
1769690.0,0.008782375707055671,,
1770254.0,0.011610598392378685,,
1800011.0,0.009973206311402203,,
309074.0,0.0014885382554331646,,
112978.0,0.009526644834772254,,
1812226.0,0.009973206311402203,,
1758858.0,0.010419767788032152,,
275602.0,0.11908306043465317,0.377622501315739,169.0
1489667.0,0.0008931229532598987,,
1790117.0,0.009973206311402203,,
769752.0,0.10285799345043167,0.24938000969506444,24.0
38533.0,0.08737719559392676,0.4074257225142339,168.0
1640670.0,0.010419767788032152,,
327367.0,0.16329264662101817,0.35998421131609204,23.0
1801124.0,0.012354867520095266,,
1771837.0,0.008633521881512354,,
1489910.0,0.007740398928252456,,
359221.0,0.08172075022328074,0.35995292632307974,168.0
1527342.0,0.0244120273891039,,
1706184.0,0.009526644834772254,,
347498.0,0.03914855611789223,,
1788166.0,0.008782375707055671,,
585393.0,0.19991068770467402,0.0,0.0
1777820.0,0.010866329264662102,,
593983.0,0.11625483774933015,0.3836231419384405,47.0
237694.0,0.07398035129502828,0.6919507517984519,168.0
457784.0,0.02470973504019053,,
318186.0,0.1120869306341173,0.0,0.0
358041.0,0.021732658529324204,,
147238.0,0.4084548972908604,0.0,0.0
1732661.0,0.011015183090205419,,
7782.0,0.05939267639178327,0.0,0.0
1553.0,0.9998511461744567,,
1368.0,0.9998511461744567,,
740343.0,0.0849955343852337,0.0,0.0
789372.0,0.12072045251562966,0.4179998144507928,24.0
1754541.0,0.46725215838047035,0.0,0.0
1488443.0,0.02396546591247395,,
747475.0,0.007740398928252456,,
724301.0,0.003274784161952962,,
170329.0,0.27880321524263174,0.0,0.0
617662.0,0.9977671926168502,,
1798881.0,0.009377791009228937,,
342342.0,0.0939267639178327,0.4068307511528163,168.0
112174.0,0.1356058350699613,0.472818416854867,24.0
530234.0,0.026644834772253646,,
1555981.0,0.296814528133373,0.0,0.0
1750983.0,0.010568621613575468,,
760519.0,0.10806787734444775,0.33835541633683075,24.0
1550502.0,0.00044656147662994937,,
322201.0,0.9889848169097946,,
78471.0,0.9994045846978268,,
1805148.0,0.010568621613575468,,
758759.0,0.14394164930038703,0.3407049935658034,24.0
60447.0,0.01696933611193808,,
591764.0,0.0007442691277165823,,
473818.0,0.9864543018755582,,
211784.0,0.017713605239654658,,
1805580.0,0.008782375707055671,,
791820.0,0.0010419767788032153,,
753178.0,0.05135456981244418,0.11497771811876324,24.0
172000.0,0.055224769276570405,0.27007782840850786,22.0
1707263.0,0.0126525751711819,,
96345.0,0.1364989580232212,0.4041537851898631,24.0
1777188.0,0.011610598392378685,,
741902.0,0.08157189639773742,0.32827525654467016,24.0
381203.0,0.12161357546888955,0.25392119856984224,168.0
641515.0,0.067728490622209,0.0,0.0
1770540.0,0.01012206013694552,,
80219.0,0.011164036915748734,,
537892.0,0.0007442691277165823,,
663507.0,0.311848764513248,0.3729150829108508,23.0
1813553.0,0.008335814230425722,,
520084.0,0.27865436141708844,0.47566019709970636,168.0
807503.0,0.09973206311402202,0.3591616097155903,24.0
445351.0,0.11327776123846382,0.357915763661705,23.0
1808419.0,0.008931229532598988,,
388174.0,0.13247990473355165,0.40910101355619344,24.0
330012.0,0.9301875558201845,0.0,0.0
1731135.0,0.022476927657040787,,
1774.0,0.9815421256326288,,
170487.0,0.9873474248288181,,
5101.0,0.2892229830306639,0.6914887868498609,24.0
1800585.0,0.010568621613575468,,
625257.0,0.01935099732063114,,
745827.0,0.9974694849657636,,
1639733.0,0.012801428996725216,,
471658.0,0.5053587377195594,0.0,0.0
178.0,0.13143792795474843,0.5286761220698633,23.0
754486.0,0.07457576659720155,0.27202314267300914,168.0
619076.0,0.5232211967847573,0.0,0.0
656467.0,0.09481988687109259,0.3394650385640538,168.0
76020.0,0.05016373920809765,0.17817978525699438,24.0
1602557.0,0.026793688597796964,,
3271.0,0.9988091693956535,,
73422.0,0.9889848169097946,,
555861.0,0.018309020541827925,,
20342.0,0.9662101816016672,,
508170.0,0.1545102709139625,0.33818419104265707,168.0
1790878.0,0.011759452217922,,
479987.0,0.13873176540637094,0.32576057641565437,24.0
1626484.0,0.5488240547782078,0.0,0.0
339100.0,0.02322119678475737,,
443967.0,0.10375111640369157,0.4375976409979702,24.0
499088.0,0.12325096754986603,0.5745501868822829,168.0
827750.0,0.22744864543018756,0.5110100251847958,168.0
1680797.0,0.011610598392378685,,
168060.0,0.17296814528133372,0.4075280239074772,24.0
11069.0,0.9997022923489134,,
1859462.0,0.03959511759452218,,
1776695.0,0.010866329264662102,,
379493.0,0.9995534385233701,,
636853.0,0.09288478713902948,0.47667964233279086,168.0
66356.0,0.04286990175647514,,
149658.0,0.09571300982435249,0.40604597964336175,24.0
277442.0,0.07621315867817803,0.0,0.0
362327.0,0.15808276272700209,0.40486259055657015,24.0
710570.0,0.743673712414409,0.0,0.0
319600.0,0.10717475439118786,0.0,0.0
6794.0,0.9072640666865138,0.0,0.0
1779305.0,0.00967549866031557,,
134530.0,0.05090800833581423,0.19603738691439318,23.0
1609878.0,0.0011908306043465317,,
280995.0,0.13262875855909498,0.0,0.0
851199.0,0.0007442691277165823,,
75195.0,0.9502828222685323,,
259860.0,0.9998511461744567,,
382625.0,0.05805299196189342,0.19764269829113457,168.0
189220.0,0.08172075022328074,0.34429321877186814,168.0
262580.0,0.047782077999404586,,
1616299.0,0.0013396844298898482,,
1729328.0,0.010568621613575468,,
43611.0,0.9139624888359631,0.0,0.0
1587366.0,0.011759452217922,,
225587.0,0.032152426317356354,,
1196.0,0.7142006549568324,0.0,0.0
189981.0,0.953408752604942,,
151737.0,0.8882107770169694,0.0,0.0
1806139.0,0.009377791009228937,,
1714479.0,0.009824352485858886,,
1795560.0,0.010419767788032152,,
488877.0,0.4230425721941054,0.0,0.0
1811876.0,0.012950282822268532,,
1513927.0,0.0007442691277165823,,
165547.0,0.037660017862459066,,
