id_ip,ratio_active,has_drift,drift_in_test,max_rel_dev,drift_fraction,n_drift_events
211784.0,0.017713605239654658,False,False,0.0,0.0,0
162890.0,0.07174754391187854,False,False,0.0,0.0,0
237979.0,0.059094968740696634,False,False,0.0,0.0,0
164512.0,0.6105983923786842,False,False,0.0,0.0,0
181135.0,0.03408752604941947,False,False,0.0,0.0,0
143940.0,0.016671628460851445,False,False,0.0,0.0,0
1509122.0,0.052396546591247393,False,False,0.0,0.0,0
599190.0,0.8986305448050015,False,False,0.0,0.0,0
172000.0,0.055224769276570405,False,False,0.0,0.0,0
394150.0,0.025751711818993748,False,False,0.0,0.0,0
11799.0,0.012950282822268532,False,False,0.0,0.0,0
737244.0,0.23980351295028282,False,False,0.0,0.0,0
1704446.0,0.011164036915748734,False,False,0.0,0.0,0
1802049.0,0.00848466805596904,False,False,0.0,0.0,0
84111.0,0.9123250967549866,True,True,2.1727599030962947,0.13054480500148855,3
745827.0,0.9974694849657636,True,True,1.6764919303147874,0.06877046740101221,2
728704.0,0.1673116999106877,False,False,0.0,0.0,0
1582120.0,0.012354867520095266,False,False,0.0,0.0,0
1808114.0,0.009973206311402203,False,False,0.0,0.0,0
11188.0,0.8407264066686514,False,False,0.0,0.0,0
1550502.0,0.00044656147662994937,False,False,0.0,0.0,0
11204.0,0.17162846085144387,False,False,0.0,0.0,0
336767.0,0.08469782673414707,False,False,0.0,0.0,0
1637350.0,0.012057159869008634,False,False,0.0,0.0,0
1732869.0,0.010270913962488836,False,False,0.0,0.0,0
656467.0,0.09481988687109259,False,False,0.0,0.0,0
109544.0,0.9998511461744567,True,True,0.6793001690735575,0.011015183090205419,1
1780525.0,0.011164036915748734,False,False,0.0,0.0,0
335679.0,0.2795474843703483,False,False,0.0,0.0,0
679525.0,0.43822566239952365,False,False,0.0,0.0,0
10158.0,0.7018457874367371,False,False,0.0,0.0,0
530234.0,0.026644834772253646,False,False,0.0,0.0,0
792059.0,0.9648704971717773,True,True,3.057257834412053,0.22045251562965168,3
20342.0,0.9662101816016672,True,True,3.344288776115145,0.4818398332837154,5
1616078.0,0.009824352485858886,False,False,0.0,0.0,0
159656.0,0.19931527240250074,False,False,0.0,0.0,0
322161.0,0.0037213456385829114,False,False,0.0,0.0,0
1535285.0,0.009973206311402203,False,False,0.0,0.0,0
1643601.0,0.012057159869008634,False,False,0.0,0.0,0
1789774.0,0.011164036915748734,False,False,0.0,0.0,0
88152.0,0.09898779398630544,False,False,0.0,0.0,0
1626484.0,0.5488240547782078,False,False,0.0,0.0,0
841082.0,0.22357844596606133,False,False,0.0,0.0,0
515852.0,0.13992259601071746,False,False,0.0,0.0,0
783215.0,0.9084548972908604,True,True,3.4285714285714293,0.10910985412325097,3
1787369.0,0.011610598392378685,False,False,0.0,0.0,0
309074.0,0.0014885382554331646,False,False,0.0,0.0,0
53715.0,0.19752902649598095,False,False,0.0,0.0,0
112978.0,0.009526644834772254,False,False,0.0,0.0,0
790821.0,0.18145281333730276,False,False,0.0,0.0,0
99839.0,0.10866329264662102,False,False,0.0,0.0,0
11587.0,0.08782375707055672,False,False,0.0,0.0,0
1698357.0,0.0008931229532598987,False,False,0.0,0.0,0
1523783.0,0.030812741887466508,False,False,0.0,0.0,0
176934.0,0.06281631437927955,False,False,0.0,0.0,0
107691.0,0.11238463828520392,False,False,0.0,0.0,0
1496013.0,0.004465614766299494,False,False,0.0,0.0,0
284159.0,0.014885382554331646,False,False,0.0,0.0,0
119651.0,0.9894313783864245,False,False,0.4347246872403703,0.0,0
570613.0,0.15838047037808872,False,False,0.0,0.0,0
484764.0,0.04361417088419172,False,False,0.0,0.0,0
174909.0,0.9420958618636499,False,False,0.5614085575253787,0.0,0
1807123.0,0.010866329264662102,False,False,0.0,0.0,0
1813553.0,0.008335814230425722,False,False,0.0,0.0,0
1787109.0,0.009973206311402203,False,False,0.0,0.0,0
1795560.0,0.010419767788032152,False,False,0.0,0.0,0
32178.0,0.12399523667758261,False,False,0.0,0.0,0
1790713.0,0.011461744566835368,False,False,0.0,0.0,0
38475.0,0.14334623399821375,False,False,0.0,0.0,0
1647353.0,0.011015183090205419,False,False,0.0,0.0,0
1703379.0,0.011164036915748734,False,False,0.0,0.0,0
324845.0,0.09913664781184876,False,False,0.0,0.0,0
11363.0,0.0976481095564156,False,False,0.0,0.0,0
211973.0,0.6162548377493302,False,False,0.0,0.0,0
805587.0,0.10955641559988091,False,False,0.0,0.0,0
848885.0,0.006996129800535874,False,False,0.0,0.0,0
772087.0,0.10151830902054183,False,False,0.0,0.0,0
1385.0,0.22819291455790414,False,False,0.0,0.0,0
1494615.0,0.02366775826138732,False,False,0.0,0.0,0
1658327.0,0.011015183090205419,False,False,0.0,0.0,0
1653271.0,0.011610598392378685,False,False,0.0,0.0,0
1757969.0,0.011312890741292051,False,False,0.0,0.0,0
302026.0,0.10836558499553439,False,False,0.0,0.0,0
1951628.0,0.5297707651086633,False,False,0.0,0.0,0
225587.0,0.032152426317356354,False,False,0.0,0.0,0
314181.0,0.7082465019350997,False,False,0.0,0.0,0
527630.0,0.590800833581423,False,False,0.0,0.0,0
426488.0,0.13888061923191425,False,False,0.0,0.0,0
224502.0,0.11357546888955046,False,False,0.0,0.0,0
1788166.0,0.008782375707055671,False,False,0.0,0.0,0
1553485.0,0.03899970229234891,False,False,0.0,0.0,0
335003.0,0.025900565644537063,False,False,0.0,0.0,0
335577.0,0.1562965168204823,False,False,0.0,0.0,0
577065.0,0.04733551652277464,False,False,0.0,0.0,0
296975.0,0.1256326287585591,False,False,0.0,0.0,0
378176.0,0.31988687109258707,False,False,0.0,0.0,0
756220.0,0.9697826734147068,True,True,1.773319691921252,0.04435844001190831,3
644335.0,0.23012801428996726,False,False,0.0,0.0,0
591764.0,0.0007442691277165823,False,False,0.0,0.0,0
